longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,longitude^2,longitude latitude,longitude housing_median_age,longitude total_rooms,longitude total_bedrooms,longitude population,longitude households,longitude median_income,latitude^2,latitude housing_median_age,latitude total_rooms,latitude total_bedrooms,latitude population,latitude households,latitude median_income,housing_median_age^2,housing_median_age total_rooms,housing_median_age total_bedrooms,housing_median_age population,housing_median_age households,housing_median_age median_income,total_rooms^2,total_rooms total_bedrooms,total_rooms population,total_rooms households,total_rooms median_income,total_bedrooms^2,total_bedrooms population,total_bedrooms households,total_bedrooms median_income,population^2,population households,population median_income,households^2,households median_income,median_income^2,median_house_value
-118.58,34.2,35.0,1323.0,228.0,756.0,216.0,4.233,14061.2164,-4055.436,-4150.3,-156881.34,-27036.239999999998,-89646.48,-25613.28,-501.94913999999994,1169.64,1197.0,45246.600000000006,7797.6,25855.2,7387.200000000001,144.7686,1225.0,46305.0,7980.0,26460.0,7560.0,148.155,1750329.0,301644.0,1000188.0,285768.0,5600.258999999999,51984.0,172368.0,49248.0,965.1239999999999,571536.0,163296.0,3200.1479999999997,46656.0,914.328,17.918288999999998,221300.0
-118.56,34.19,34.0,2185.0,372.0,986.0,347.0,4.8125,14056.473600000001,-4053.5663999999997,-4031.04,-259053.6,-44104.32,-116900.16,-41140.32,-570.57,1168.9560999999999,1162.46,74705.15,12718.679999999998,33711.34,11863.929999999998,164.53937499999998,1156.0,74290.0,12648.0,33524.0,11798.0,163.625,4774225.0,812820.0,2154410.0,758195.0,10515.3125,138384.0,366792.0,129084.0,1790.25,972196.0,342142.0,4745.125,120409.0,1669.9375,23.16015625,266700.0
-118.58,34.19,35.0,2329.0,399.0,966.0,336.0,3.8839,14061.2164,-4054.2501999999995,-4150.3,-276172.82,-47313.42,-114548.28,-39842.88,-460.552862,1168.9560999999999,1196.6499999999999,79628.51,13641.81,33027.54,11487.84,132.790541,1225.0,81515.0,13965.0,33810.0,11760.0,135.9365,5424241.0,929271.0,2249814.0,782544.0,9045.6031,159201.0,385434.0,134064.0,1549.6761000000001,933156.0,324576.0,3751.8474,112896.0,1304.9904000000001,15.084679210000001,224900.0
-118.58,34.19,27.0,4286.0,1071.0,2863.0,1033.0,3.3125,14061.2164,-4054.2501999999995,-3201.66,-508233.88,-126999.18,-339494.54,-122493.14,-392.79625,1168.9560999999999,923.1299999999999,146538.34,36617.49,97885.96999999999,35318.27,113.254375,729.0,115722.0,28917.0,77301.0,27891.0,89.4375,18369796.0,4590306.0,12270818.0,4427438.0,14197.375,1147041.0,3066273.0,1106343.0,3547.6875,8196769.0,2957479.0,9483.6875,1067089.0,3421.8125,10.97265625,222800.0
-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85,14061.2164,-4054.2501999999995,-1778.7,-362973.38,-127947.81999999999,-257674.34,-127829.24,-337.95300000000003,1168.9560999999999,512.8499999999999,104655.59,36891.009999999995,74294.87,36856.82,97.44149999999999,225.0,45915.0,16185.0,32595.0,16170.0,42.75,9369721.0,3302819.0,6651553.0,3299758.0,8723.85,1164241.0,2344667.0,1163162.0,3075.15,4721929.0,2342494.0,6193.05,1162084.0,3072.3,8.1225,187500.0
-118.58,34.18,28.0,908.0,142.0,368.0,143.0,5.6159,14061.2164,-4053.0643999999998,-3320.24,-107670.64,-16838.36,-43637.44,-16956.94,-665.933422,1168.2724,957.04,31035.44,4853.56,12578.24,4887.74,191.951462,784.0,25424.0,3976.0,10304.0,4004.0,157.2452,824464.0,128936.0,334144.0,129844.0,5099.2372,20164.0,52256.0,20306.0,797.4578,135424.0,52624.0,2066.6512,20449.0,803.0737,31.53833281,340500.0
-118.62,34.2,29.0,2421.0,402.0,1120.0,388.0,5.0309,14070.7044,-4056.8040000000005,-3439.98,-287179.02,-47685.240000000005,-132854.4,-46024.560000000005,-596.765358,1169.64,991.8000000000001,82798.20000000001,13748.400000000001,38304.0,13269.6,172.05678,841.0,70209.0,11658.0,32480.0,11252.0,145.8961,5861241.0,973242.0,2711520.0,939348.0,12179.8089,161604.0,450240.0,155976.0,2022.4218,1254400.0,434560.0,5634.608,150544.0,1951.9892,25.30995481,244800.0
-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,14070.7044,-4054.4316000000003,-2965.5,-370568.88,-55514.16,-147207.42,-52074.18,-759.689928,1168.2724,854.5,106778.31999999999,15996.24,42417.38,15005.02,218.902392,625.0,78100.0,11700.0,31025.0,10975.0,160.10999999999999,9759376.0,1462032.0,3876884.0,1371436.0,20007.3456,219024.0,580788.0,205452.0,2997.2592,1540081.0,544799.0,7947.8604,192721.0,2811.5316,41.016339359999996,333100.0
-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,14070.7044,-4055.6178,-4151.7,-229411.08000000002,-36416.340000000004,-107351.1,-37365.3,-653.6080620000001,1168.9560999999999,1196.6499999999999,66123.45999999999,10496.33,30941.949999999997,10769.849999999999,188.390319,1225.0,67690.0,10745.0,31675.0,11025.0,192.85350000000003,3740356.0,593738.0,1750270.0,609210.0,10656.5334,94249.0,277835.0,96705.0,1691.6007000000002,819025.0,285075.0,4986.6405,99225.0,1735.6815000000001,30.361202010000007,267400.0
-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191,14068.3321,-4056.4620000000004,-3439.69,-198434.53,-33685.24,-94176.34,-32024.7,-654.620451,1169.64,991.8000000000001,57216.600000000006,9712.800000000001,27154.800000000003,9234.0,188.75322,841.0,48517.0,8236.0,23026.0,7830.0,160.0539,2798929.0,475132.0,1328362.0,451710.0,9233.4543,80656.0,225496.0,76680.0,1567.4243999999999,630436.0,214380.0,4382.1654,72900.0,1490.157,30.460464809999998,245800.0
-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154,14068.3321,-4055.2758999999996,-3321.08,-453564.64,-88838.89,-212311.9,-83145.61,-488.12759400000004,1168.9560999999999,957.3199999999999,130742.56,25608.309999999998,61200.1,23967.19,140.705526,784.0,107072.0,20972.0,50120.0,19628.0,115.2312,14622976.0,2864176.0,6844960.0,2680624.0,15737.2896,561001.0,1340710.0,525049.0,3082.4346,3204100.0,1254790.0,7366.566000000001,491401.0,2884.8954000000003,16.93651716,246400.0
-118.61,34.19,34.0,703.0,127.0,369.0,127.0,4.3125,14068.3321,-4055.2758999999996,-4032.74,-83382.83,-15063.47,-43767.09,-15063.47,-511.505625,1168.9560999999999,1162.46,24035.57,4342.13,12616.109999999999,4342.13,147.44437499999998,1156.0,23902.0,4318.0,12546.0,4318.0,146.625,494209.0,89281.0,259407.0,89281.0,3031.6875,16129.0,46863.0,16129.0,547.6875,136161.0,46863.0,1591.3125,16129.0,547.6875,18.59765625,210100.0
-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,14065.96,-4054.9339999999997,-1897.6,-1768563.2,-496103.8,-605453.0,-391617.19999999995,-335.78031999999996,1168.9560999999999,547.04,509841.27999999997,143016.77,174539.94999999998,112895.37999999999,96.798728,256.0,238592.0,66928.0,81680.0,52832.0,45.2992,222367744.0,62376896.0,76125760.0,49239424.0,42218.8544,17497489.0,21354215.0,13812266.0,11842.909599999999,26061025.0,16856710.0,14453.276,10903204.0,9348.6224,8.01569344,213900.0
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,14073.076899999998,-4055.9596999999994,-3796.16,-423271.83999999997,-70110.33,-206534.83,-66788.69,-611.2885269999999,1168.9560999999999,1094.08,121989.92,20206.289999999997,59524.78999999999,19248.969999999998,176.17765099999997,1024.0,114176.0,18912.0,55712.0,18016.0,164.8928,12730624.0,2108688.0,6211888.0,2008784.0,18385.5472,349281.0,1028931.0,332733.0,3045.3639,3031081.0,980183.0,8971.1989,316969.0,2901.0827,26.55237841,259600.0
-118.63,34.18,32.0,1646.0,242.0,697.0,233.0,6.6689,14073.076899999998,-4054.7734,-3796.16,-195264.97999999998,-28708.46,-82685.11,-27640.789999999997,-791.1316069999999,1168.2724,1093.76,56260.28,8271.56,23823.46,7963.94,227.94300199999998,1024.0,52672.0,7744.0,22304.0,7456.0,213.4048,2709316.0,398332.0,1147262.0,383518.0,10977.009399999999,58564.0,168674.0,56386.0,1613.8737999999998,485809.0,162401.0,4648.2233,54289.0,1553.8537,44.474227209999995,433000.0
-118.64,34.19,30.0,2399.0,373.0,1062.0,377.0,6.0094,14075.4496,-4056.3016,-3559.2,-284617.36,-44252.72,-125995.68000000001,-44727.28,-712.9552160000001,1168.9560999999999,1025.6999999999998,82021.81,12752.869999999999,36309.78,12889.63,205.461386,900.0,71970.0,11190.0,31860.0,11310.0,180.282,5755201.0,894827.0,2547738.0,904423.0,14416.5506,139129.0,396126.0,140621.0,2241.5062000000003,1127844.0,400374.0,6381.982800000001,142129.0,2265.5438,36.11288836000001,245600.0
-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,14075.4496,-4056.3016,-3915.12,-357936.88,-58608.16,-168824.72,-55760.8,-666.317832,1168.9560999999999,1128.27,103151.23,16889.86,48652.369999999995,16069.3,192.02129699999998,1089.0,99561.0,16302.0,46959.0,15510.0,185.3379,9102289.0,1490398.0,4293191.0,1417990.0,16944.377099999998,244036.0,702962.0,232180.0,2774.4521999999997,2024929.0,668810.0,7991.9949,220900.0,2639.661,31.542825689999997,248400.0
-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641,14075.4496,-4055.1152,-3915.12,-451781.12,-73912.72,-211653.76,-72963.6,-612.6688240000001,1168.2724,1127.94,130157.44,21294.14,60977.12,21020.7,176.508938,1089.0,125664.0,20559.0,58872.0,20295.0,170.4153,14500864.0,2372384.0,6793472.0,2341920.0,19664.8928,388129.0,1111432.0,383145.0,3217.2343,3182656.0,1097160.0,9212.7544,378225.0,3175.9215000000004,26.667928810000003,263400.0
-118.64,34.19,28.0,3274.0,571.0,1424.0,521.0,4.4167,14075.4496,-4056.3016,-3321.92,-388427.36,-67743.44,-168943.36000000002,-61811.44,-523.9972879999999,1168.9560999999999,957.3199999999999,111938.06,19522.489999999998,48686.56,17812.989999999998,151.006973,784.0,91672.0,15988.0,39872.0,14588.0,123.6676,10719076.0,1869454.0,4662176.0,1705754.0,14460.2758,326041.0,813104.0,297491.0,2521.9357,2027776.0,741904.0,6289.3808,271441.0,2301.1007,19.507238889999996,247300.0
-118.65,34.18,27.0,1793.0,339.0,1016.0,326.0,4.925,14077.822500000002,-4055.4570000000003,-3203.55,-212739.45,-40222.35,-120548.40000000001,-38679.9,-584.35125,1168.2724,922.86,61284.74,11587.02,34726.88,11142.68,168.3365,729.0,48411.0,9153.0,27432.0,8802.0,132.975,3214849.0,607827.0,1821688.0,584518.0,8830.525,114921.0,344424.0,110514.0,1669.575,1032256.0,331216.0,5003.8,106276.0,1605.55,24.255625,240300.0
-118.65,34.19,27.0,2772.0,511.0,1346.0,497.0,5.2016,14077.822500000002,-4056.6435,-3203.55,-328897.8,-60630.15,-159702.9,-58969.05,-617.16984,1168.9560999999999,923.1299999999999,94774.68,17471.09,46019.74,16992.43,177.842704,729.0,74844.0,13797.0,36342.0,13419.0,140.4432,7683984.0,1416492.0,3731112.0,1377684.0,14418.8352,261121.0,687806.0,253967.0,2658.0176,1811716.0,668962.0,7001.3536,247009.0,2585.1952,27.05664256,243000.0
-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642,14080.1956,-4056.9853999999996,-2729.18,-895171.0399999999,-122338.45999999999,-382203.86,-123762.37999999999,-906.79972,1168.9560999999999,786.3699999999999,257929.36,35249.89,110125.98999999999,35660.17,261.27997999999997,529.0,173512.0,23713.0,74083.0,23989.0,175.76600000000002,56911936.0,7777864.0,24299224.0,7868392.0,57651.248,1062961.0,3320851.0,1075333.0,7878.902,10374841.0,3359503.0,24614.882,1087849.0,7970.606000000001,58.400164000000004,374900.0
-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798,14073.076899999998,-4053.5871,-3914.79,-565746.47,-93361.81,-239513.97,-88142.09,-661.9316739999999,1167.5889000000002,1127.6100000000001,162956.73,26891.79,68989.23000000001,25388.31,190.661766,1089.0,157377.0,25971.0,66627.0,24519.0,184.1334,22743361.0,3753203.0,9628611.0,3543367.0,26610.066199999997,619369.0,1588953.0,584741.0,4391.3026,4076361.0,1500117.0,11265.616199999999,552049.0,4145.7914,31.134168039999995,338200.0
-118.64,34.17,26.0,6767.0,903.0,2574.0,883.0,7.7846,14075.4496,-4053.9288,-3084.64,-802836.88,-107131.92,-305379.36,-104759.12,-923.5649440000001,1167.5889000000002,888.4200000000001,231228.39,30855.510000000002,87953.58,30172.11,265.99978200000004,676.0,175942.0,23478.0,66924.0,22958.0,202.3996,45792289.0,6110601.0,17418258.0,5975261.0,52678.3882,815409.0,2324322.0,797349.0,7029.4938,6625476.0,2272842.0,20037.560400000002,779689.0,6873.8018,60.59999716,409000.0
-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304,14058.844899999998,-4052.7225999999996,-4268.5199999999995,-353457.17,-52289.369999999995,-147382.50999999998,-48969.409999999996,-774.309528,1168.2724,1230.48,101890.58,15073.38,42485.74,14116.34,223.209072,1296.0,107316.0,15876.0,44748.0,14868.0,235.0944,8886361.0,1314621.0,3705383.0,1231153.0,19467.1224,194481.0,548163.0,182133.0,2879.9064000000003,1545049.0,513359.0,8117.287200000001,170569.0,2697.0552000000002,42.64612416,439800.0
-118.57,34.17,35.0,2072.0,318.0,908.0,342.0,6.0928,14058.844899999998,-4051.5369,-4149.95,-245677.03999999998,-37705.259999999995,-107661.56,-40550.939999999995,-722.423296,1167.5889000000002,1195.95,70800.24,10866.060000000001,31026.36,11686.140000000001,208.19097600000003,1225.0,72520.0,11130.0,31780.0,11970.0,213.24800000000002,4293184.0,658896.0,1881376.0,708624.0,12624.2816,101124.0,288744.0,108756.0,1937.5104000000001,824464.0,310536.0,5532.2624000000005,116964.0,2083.7376,37.122211840000006,327300.0
-118.58,34.17,29.0,3393.0,574.0,1471.0,587.0,6.2064,14061.2164,-4051.8786,-3438.82,-402341.94,-68064.92,-174431.18,-69606.45999999999,-735.954912,1167.5889000000002,990.9300000000001,115938.81000000001,19613.58,50264.07,20057.79,212.07268800000003,841.0,98397.0,16646.0,42659.0,17023.0,179.9856,11512449.0,1947582.0,4991103.0,1991691.0,21058.3152,329476.0,844354.0,336938.0,3562.4736000000003,2163841.0,863477.0,9129.6144,344569.0,3643.1568,38.519400960000006,334900.0
-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,14063.5881,-4053.4062,-830.13,-1405647.27,-319125.69,-522270.36,-290189.73,-498.184731,1168.2724,239.26,405135.54,91978.38,150528.72,83638.46,143.586762,49.0,82971.0,18837.0,30828.0,17129.0,29.406299999999998,140493609.0,31896423.0,52200612.0,29004291.0,49793.2677,7241481.0,11851164.0,6584877.0,11304.6219,19395216.0,10776588.0,18500.7636,5987809.0,10279.6023,17.647560809999998,271300.0
-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,14068.3321,-4052.9037000000003,-2253.59,-705017.84,-159530.45,-281342.92,-148262.5,-460.432159,1167.5889000000002,649.23,203106.48,45958.65,81051.24,42712.5,132.644523,361.0,112936.0,25555.0,45068.0,23750.0,73.7561,35331136.0,7994680.0,14099168.0,7430000.0,23074.0136,1809025.0,3190340.0,1681250.0,5221.1555,5626384.0,2965000.0,9207.8668,1562500.0,4852.375,15.06914761,328900.0
-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404,14070.7044,-4053.2454000000002,-3795.84,-176862.42,-42110.1,-89676.72,-35111.520000000004,-360.652248,1167.5889000000002,1093.44,50947.47,12130.35,25832.52,10114.32,103.890468,1024.0,47712.0,11360.0,24192.0,9472.0,97.2928,2223081.0,529305.0,1127196.0,441336.0,4533.2364,126025.0,268380.0,105080.0,1079.342,571536.0,223776.0,2298.5424,87616.0,899.9584,9.24403216,262800.0
-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482,14070.7044,-4053.2454000000002,-4033.08,-387650.16000000003,-63817.560000000005,-173541.06,-61563.78,-812.3334840000001,1167.5889000000002,1161.78,111667.56000000001,18383.46,49990.71,17734.23,234.00299400000003,1156.0,111112.0,18292.0,49742.0,17646.0,232.83880000000002,10679824.0,1758184.0,4781084.0,1696092.0,22379.9176,289444.0,787094.0,279222.0,3684.3316,2140369.0,759297.0,10018.9166,269361.0,3554.2158,46.89784324000001,308300.0
-118.63,34.18,33.0,5252.0,760.0,2041.0,730.0,6.7977,14073.076899999998,-4054.7734,-3914.79,-623044.76,-90158.8,-242123.83,-86599.9,-806.4111509999999,1168.2724,1127.94,179513.36,25976.8,69761.38,24951.4,232.345386,1089.0,173316.0,25080.0,67353.0,24090.0,224.3241,27583504.0,3991520.0,10719332.0,3833960.0,35701.5204,577600.0,1551160.0,554800.0,5166.2519999999995,4165681.0,1489930.0,13874.1057,532900.0,4962.321,46.20872529,389700.0
-118.65,34.18,26.0,4607.0,656.0,1769.0,643.0,7.4918,14077.822500000002,-4055.4570000000003,-3084.9,-546620.55,-77834.40000000001,-209891.85,-76291.95,-888.90207,1168.2724,888.68,157467.26,22422.079999999998,60464.42,21977.74,256.069724,676.0,119782.0,17056.0,45994.0,16718.0,194.7868,21224449.0,3022192.0,8149783.0,2962301.0,34514.7226,430336.0,1160464.0,421808.0,4914.6208,3129361.0,1137467.0,13252.9942,413449.0,4817.2274,56.127067239999995,367600.0
-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912,14080.1956,-4055.7988,-2966.5,-784579.9199999999,-101691.62,-298904.54,-100030.37999999999,-995.6997919999999,1168.2724,854.5,225998.16,29292.26,86099.42,28813.739999999998,286.811216,625.0,165300.0,21425.0,62975.0,21075.0,209.78,43718544.0,5666484.0,16655628.0,5573916.0,55482.6144,734449.0,2158783.0,722451.0,7191.2584,6345361.0,2123517.0,21137.4328,710649.0,7073.781599999999,70.41223744,419000.0
-118.61,34.17,31.0,1689.0,362.0,705.0,360.0,4.0,14068.3321,-4052.9037000000003,-3676.91,-200332.29,-42936.82,-83620.05,-42699.6,-474.44,1167.5889000000002,1059.27,57713.130000000005,12369.54,24089.850000000002,12301.2,136.68,961.0,52359.0,11222.0,21855.0,11160.0,124.0,2852721.0,611418.0,1190745.0,608040.0,6756.0,131044.0,255210.0,130320.0,1448.0,497025.0,253800.0,2820.0,129600.0,1440.0,16.0,278500.0
-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,14068.3321,-4050.5314999999996,-3795.52,-532677.51,-96667.15,-201162.56,-88838.89,-582.398822,1166.2224999999999,1092.8,153367.65,27832.25,57918.399999999994,25578.35,167.68332999999998,1024.0,143712.0,26080.0,54272.0,23968.0,157.1264,20169081.0,3660165.0,7616736.0,3363759.0,22051.708199999997,664225.0,1382240.0,610435.0,4001.8129999999996,2876416.0,1270304.0,8327.6992,561001.0,3677.7398,24.110064039999997,319100.0
-118.61,34.16,29.0,4364.0,647.0,1550.0,624.0,6.8107,14068.3321,-4051.7175999999995,-3439.69,-517614.04,-76740.67,-183845.5,-74012.64,-807.8171269999999,1166.9055999999998,990.6399999999999,149074.24,22101.519999999997,52947.99999999999,21315.839999999997,232.65351199999998,841.0,126556.0,18763.0,44950.0,18096.0,197.5103,19044496.0,2823508.0,6764200.0,2723136.0,29721.8948,418609.0,1002850.0,403728.0,4406.5229,2402500.0,967200.0,10556.585,389376.0,4249.8768,46.385634489999994,367400.0
-118.63,34.16,33.0,2896.0,455.0,1116.0,411.0,6.0192,14073.076899999998,-4052.4007999999994,-3914.79,-343552.48,-53976.65,-132391.08,-48756.93,-714.057696,1166.9055999999998,1127.28,98927.35999999999,15542.8,38122.56,14039.759999999998,205.61587199999997,1089.0,95568.0,15015.0,36828.0,13563.0,198.6336,8386816.0,1317680.0,3231936.0,1190256.0,17431.603199999998,207025.0,507780.0,187005.0,2738.736,1245456.0,458676.0,6717.427199999999,168921.0,2473.8912,36.230768639999994,347700.0
-118.63,34.16,30.0,3346.0,487.0,1296.0,495.0,7.457,14073.076899999998,-4052.4007999999994,-3558.8999999999996,-396935.98,-57772.81,-153744.47999999998,-58721.85,-884.6239099999999,1166.9055999999998,1024.8,114299.35999999999,16635.92,44271.35999999999,16909.199999999997,254.73111999999998,900.0,100380.0,14610.0,38880.0,14850.0,223.71,11195716.0,1629502.0,4336416.0,1656270.0,24951.122,237169.0,631152.0,241065.0,3631.5589999999997,1679616.0,641520.0,9664.271999999999,245025.0,3691.215,55.606849,392700.0
-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814,14070.7044,-4050.873,-3084.12,-671507.8200000001,-93828.42,-295719.66000000003,-92523.6,-946.7536680000001,1166.2224999999999,887.9,193323.15,27012.649999999998,85135.95,26637.0,272.56480999999997,676.0,147186.0,20566.0,64818.0,20280.0,207.5164,32046921.0,4477851.0,14112873.0,4415580.0,45182.7054,625681.0,1971963.0,616980.0,6313.2874,6215049.0,1944540.0,19897.6302,608400.0,6225.492,63.702745959999994,409900.0
-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875,14058.844899999998,-4051.5369,-3675.6699999999996,-231211.5,-45412.31,-103155.9,-42329.49,-377.941875,1167.5889000000002,1059.27,66631.5,13087.11,29727.9,12198.69,108.916875,961.0,60450.0,11873.0,26970.0,11067.0,98.8125,3802500.0,746850.0,1696500.0,696150.0,6215.625,146689.0,333210.0,136731.0,1220.8125,756900.0,310590.0,2773.125,127449.0,1137.9375,10.16015625,500001.0
-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327,14061.2164,-4051.8786,-2134.44,-767924.08,-128303.56,-286133.54,-113599.64,-667.925566,1167.5889000000002,615.0600000000001,221284.92,36971.94,82452.21,32734.86,192.469359,324.0,116568.0,19476.0,43434.0,17244.0,101.3886,41938576.0,7007032.0,15626588.0,6204008.0,36477.3652,1170724.0,2610866.0,1036556.0,6094.5814,5822569.0,2311654.0,13591.7051,917764.0,5396.1266,31.727309289999997,500001.0
-118.59,34.17,36.0,1887.0,359.0,761.0,329.0,5.4847,14063.5881,-4052.2203000000004,-4269.24,-223779.33000000002,-42573.81,-90246.99,-39016.11,-650.430573,1167.5889000000002,1230.1200000000001,64478.79,12267.03,26003.370000000003,11241.93,187.41219900000002,1296.0,67932.0,12924.0,27396.0,11844.0,197.44920000000002,3560769.0,677433.0,1436007.0,620823.0,10349.6289,128881.0,273199.0,118111.0,1969.0073,579121.0,250369.0,4173.8567,108241.0,1804.4663,30.08193409,296000.0
-118.6,34.16,37.0,3441.0,584.0,1283.0,544.0,4.1656,14065.96,-4051.3759999999993,-4388.2,-408102.6,-69262.4,-152163.8,-64518.399999999994,-494.04016,1166.9055999999998,1263.9199999999998,117544.55999999998,19949.44,43827.28,18583.039999999997,142.296896,1369.0,127317.0,21608.0,47471.0,20128.0,154.12720000000002,11840481.0,2009544.0,4414803.0,1871904.0,14333.829600000001,341056.0,749272.0,317696.0,2432.7104000000004,1646089.0,697952.0,5344.464800000001,295936.0,2266.0864,17.352223360000004,313100.0
-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,14065.96,-4051.3759999999993,-3795.2,-474281.39999999997,-79106.2,-193080.8,-74836.59999999999,-721.0168399999999,1166.9055999999998,1093.12,136605.84,22784.719999999998,55612.479999999996,21554.96,207.67230399999997,1024.0,127968.0,21344.0,52096.0,20192.0,194.5408,15992001.0,2667333.0,6510372.0,2523369.0,24311.5206,444889.0,1085876.0,420877.0,4054.9597999999996,2650384.0,1027268.0,9897.2632,398161.0,3836.1014,36.95910436,338500.0
-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,14058.844899999998,-4049.1654999999996,-2608.54,-686638.87,-83710.42,-244135.62999999998,-79797.61,-1294.796257,1166.2224999999999,751.3,197762.65,24109.899999999998,70314.84999999999,22982.95,372.92141499999997,484.0,127402.0,15532.0,45298.0,14806.0,240.2422,33535681.0,4088446.0,11923669.0,3897343.0,63238.2991,498436.0,1453654.0,475138.0,7709.5905999999995,4239481.0,1385707.0,22484.4859,452929.0,7349.2273,119.24858400999999,500001.0
-118.58,34.15,21.0,3856.0,547.0,1422.0,535.0,8.4196,14061.2164,-4049.5069999999996,-2490.18,-457244.48,-64863.26,-168620.76,-63440.299999999996,-998.3961680000001,1166.2224999999999,717.15,131682.4,18680.05,48561.299999999996,18270.25,287.52934,441.0,80976.0,11487.0,29862.0,11235.0,176.81160000000003,14868736.0,2109232.0,5483232.0,2062960.0,32465.977600000002,299209.0,777834.0,292645.0,4605.5212,2022084.0,760770.0,11972.6712,286225.0,4504.486000000001,70.88966416000001,450700.0
-118.59,34.15,29.0,2023.0,330.0,747.0,304.0,6.7694,14063.5881,-4049.8485,-3439.11,-239907.57,-39134.700000000004,-88586.73,-36051.36,-802.783146,1166.2224999999999,990.3499999999999,69085.45,11269.5,25510.05,10381.6,231.17501,841.0,58667.0,9570.0,21663.0,8816.0,196.3126,4092529.0,667590.0,1511181.0,614992.0,13694.4962,108900.0,246510.0,100320.0,2233.902,558009.0,227088.0,5056.7418,92416.0,2057.8976000000002,45.82477636,369700.0
-118.6,34.15,28.0,4570.0,744.0,1693.0,695.0,6.14,14065.96,-4050.1899999999996,-3320.7999999999997,-542002.0,-88238.4,-200789.8,-82427.0,-728.204,1166.2224999999999,956.1999999999999,156065.5,25407.6,57815.95,23734.25,209.68099999999998,784.0,127960.0,20832.0,47404.0,19460.0,171.92,20884900.0,3400080.0,7737010.0,3176150.0,28059.8,553536.0,1259592.0,517080.0,4568.16,2866249.0,1176635.0,10395.019999999999,483025.0,4267.3,37.6996,361900.0
-118.59,34.14,19.0,1303.0,155.0,450.0,145.0,10.5511,14063.5881,-4048.6626,-2253.21,-154522.77000000002,-18381.45,-53365.5,-17195.55,-1251.2549490000001,1165.5396,648.66,44484.42,5291.7,15363.0,4950.3,360.214554,361.0,24757.0,2945.0,8550.0,2755.0,200.4709,1697809.0,201965.0,586350.0,188935.0,13748.0833,24025.0,69750.0,22475.0,1635.4205,202500.0,65250.0,4747.995,21025.0,1529.9095,111.32571121,483100.0
-118.49,34.18,31.0,3073.0,674.0,1486.0,684.0,4.8984,14039.880099999998,-4049.9882,-3673.19,-364119.76999999996,-79862.26,-176076.13999999998,-81047.16,-580.4114159999999,1168.2724,1059.58,105035.14,23037.32,50791.48,23379.12,167.427312,961.0,95263.0,20894.0,46066.0,21204.0,151.85039999999998,9443329.0,2071202.0,4566478.0,2101932.0,15052.783199999998,454276.0,1001564.0,461016.0,3301.5215999999996,2208196.0,1016424.0,7279.0224,467856.0,3350.5056,23.994322559999997,311700.0
-118.51,34.18,37.0,1893.0,365.0,911.0,324.0,4.8036,14044.620100000002,-4050.6718,-4384.87,-224339.43000000002,-43256.15,-107962.61,-38397.240000000005,-569.2746360000001,1168.2724,1264.66,64702.74,12475.7,31137.98,11074.32,164.187048,1369.0,70041.0,13505.0,33707.0,11988.0,177.7332,3583449.0,690945.0,1724523.0,613332.0,9093.2148,133225.0,332515.0,118260.0,1753.314,829921.0,295164.0,4376.0796,104976.0,1556.3664,23.074572960000005,295300.0
-118.51,34.17,31.0,3252.0,834.0,1411.0,760.0,3.1885,14044.620100000002,-4049.4867000000004,-3673.81,-385394.52,-98837.34000000001,-167217.61000000002,-90067.6,-377.869135,1167.5889000000002,1059.27,111120.84000000001,28497.780000000002,48213.87,25969.2,108.95104500000001,961.0,100812.0,25854.0,43741.0,23560.0,98.84349999999999,10575504.0,2712168.0,4588572.0,2471520.0,10369.002,695556.0,1176774.0,633840.0,2659.209,1990921.0,1072360.0,4498.9735,577600.0,2423.2599999999998,10.16653225,219000.0
