longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_house_value,ocean_proximity,median_income_a,median_income_b,median_income_c
-117.98,35.1,4.0,923.0,166.0,352.0,135.0,84500.0,INLAND,4.5724,4.624743949176393,4.609876195110356
-117.99,35.16,15.0,2180.0,416.0,960.0,370.0,87800.0,INLAND,2.875,2.900909696239596,2.8651418697512354
-118.27,34.92,20.0,873.0,175.0,422.0,159.0,91700.0,INLAND,2.9583,2.84767044645524,2.9203679421119046
-118.34,34.86,11.0,7353.0,1482.0,3571.0,1308.0,130000.0,INLAND,2.8097,2.7444147186751886,2.7257085016464053
-117.68,35.03,28.0,2969.0,648.0,1644.0,570.0,54900.0,INLAND,3.4338,3.414355153127225,3.339860037846496
-117.68,34.99,33.0,1589.0,307.0,853.0,272.0,64400.0,INLAND,4.2292,4.20375207914784,4.17657682949847
-117.65,35.0,36.0,1184.0,316.0,672.0,241.0,39800.0,INLAND,1.9107,1.8644810483899057,1.8839921252663232
-118.15,34.86,10.0,4597.0,1009.0,2227.0,821.0,83500.0,INLAND,2.6149,2.6352428095876608,2.56264531096284
-118.17,34.87,9.0,1507.0,293.0,761.0,278.0,87900.0,INLAND,3.0184,3.033580958824521,3.0411644545062395
-118.19,34.87,2.0,2103.0,389.0,923.0,338.0,111100.0,INLAND,5.0553,5.035658225142179,5.107295336986697
-118.17,34.86,21.0,2370.0,540.0,1488.0,554.0,83300.0,INLAND,2.7361,2.694741577528334,2.711002717954855
-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,73300.0,INLAND,2.0441,2.0869732447421616,2.1232128950312226
-118.16,35.05,44.0,1297.0,307.0,776.0,278.0,68900.0,INLAND,2.5875,2.673167318102319,2.4971067552827924
-118.19,35.05,14.0,2992.0,573.0,1631.0,526.0,83200.0,INLAND,3.7452,3.708979310613959,3.7495567086886186
-118.15,35.04,29.0,1671.0,368.0,821.0,337.0,56800.0,INLAND,2.16,2.133554389178912,2.1505573351834015
-118.51,35.16,7.0,4371.0,727.0,1932.0,654.0,136800.0,INLAND,4.625,4.67043670905061,4.574060168418028
-118.66,35.2,7.0,9664.0,1692.0,3617.0,1370.0,162900.0,INLAND,4.0581,4.029041619480974,4.0014762880918875
-118.34,35.27,10.0,2939.0,605.0,1167.0,446.0,79000.0,INLAND,2.3917,2.385032074303475,2.3913670809607703
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,115800.0,INLAND,3.6949,3.74955888860615,3.678233944616579
-118.61,35.08,6.0,3660.0,646.0,1243.0,482.0,137200.0,INLAND,3.4911,3.3577849392580656,3.463738397123947
-118.61,34.99,11.0,4031.0,766.0,1539.0,564.0,120800.0,INLAND,3.8917,3.994308743152583,3.790615455930237
-118.46,35.13,19.0,3109.0,640.0,1457.0,620.0,94900.0,INLAND,2.6417,2.6455400028224165,2.5562086802178006
-118.46,35.12,16.0,4084.0,812.0,2033.0,668.0,85500.0,INLAND,3.2405,3.213831129300925,3.2218012472425754
-118.43,35.12,8.0,1968.0,376.0,930.0,360.0,99800.0,INLAND,3.2632,3.257376222158891,3.2369575998361384
-118.44,35.13,34.0,1170.0,290.0,602.0,266.0,80000.0,INLAND,1.7917,1.7903536935078055,1.7846393811488401
-118.44,35.13,21.0,1899.0,447.0,1133.0,391.0,67900.0,INLAND,1.8636,1.7990746650180007,1.8595514483490623
-118.91,35.3,28.0,1793.0,358.0,1233.0,351.0,82200.0,INLAND,2.7845,2.8677531098868707,2.755401844580546
-118.95,35.26,24.0,1341.0,214.0,667.0,184.0,94500.0,INLAND,4.0,4.003306050581649,3.9830074060945435
-118.83,35.27,33.0,1190.0,217.0,717.0,196.0,81300.0,INLAND,2.6302,2.6535036840700537,2.5853009968805236
-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,106300.0,INLAND,1.9236,1.9602080227735246,1.9822292431701298
-118.85,35.23,26.0,1639.0,352.0,1222.0,395.0,68000.0,INLAND,1.7656,1.7295407112986307,1.7373595758885283
-118.82,35.23,31.0,2358.0,580.0,2302.0,574.0,53900.0,INLAND,1.9688,1.9874434294964112,1.954192263584093
-118.83,35.2,17.0,1959.0,484.0,1763.0,453.0,53500.0,INLAND,2.1357,2.1242679784433487,2.1047840856617896
-118.82,35.2,34.0,2185.0,469.0,1910.0,455.0,57300.0,INLAND,2.1136,2.1493946942099518,2.0822941371324584
-118.85,35.2,17.0,2783.0,678.0,2566.0,641.0,51200.0,INLAND,1.9907,1.9060065674861255,1.9916810793341233
-118.91,35.27,29.0,1401.0,317.0,1344.0,306.0,61400.0,INLAND,2.0921,2.0879536962893046,2.087822316190075
-118.9,35.26,31.0,6145.0,1492.0,5666.0,1457.0,54600.0,INLAND,1.9066,1.8836132427536458,1.8890798563942126
-118.92,35.26,20.0,3815.0,924.0,3450.0,920.0,63700.0,INLAND,2.0174,2.0348409455321868,2.0059623106927664
-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,45500.0,INLAND,1.7716,1.7882546056468303,1.7460955662612065
-119.69,36.41,38.0,1016.0,202.0,540.0,187.0,75000.0,INLAND,2.2885,2.256111962793996,2.3068869824387264
-119.57,36.44,30.0,1860.0,337.0,1123.0,347.0,94200.0,INLAND,3.4926,3.442853231239575,3.6361593234554466
-119.55,36.37,26.0,1912.0,339.0,1002.0,311.0,126300.0,INLAND,3.0375,3.0307770788601425,2.984353392408082
-119.69,36.38,25.0,1688.0,302.0,879.0,277.0,103100.0,INLAND,3.3214,3.2618378501239054,3.3475701890262424
-119.78,36.37,41.0,831.0,149.0,443.0,146.0,100000.0,INLAND,3.1406,3.193486679878739,3.143423333888385
-119.83,36.37,25.0,1549.0,269.0,819.0,272.0,101400.0,INLAND,2.7159,2.6958454032860955,2.752218631202246
-119.87,36.34,26.0,1414.0,265.0,779.0,249.0,83900.0,INLAND,2.9167,2.7471237492140914,2.957346720557578
-119.93,36.32,25.0,8363.0,1636.0,7679.0,1580.0,106300.0,INLAND,2.0285,2.0132934691628535,2.0368335931261616
-119.79,36.32,19.0,3252.0,614.0,1971.0,607.0,75800.0,INLAND,3.0667,3.0030019532923555,3.0642576447845564
-119.77,36.32,14.0,3400.0,618.0,1867.0,612.0,92500.0,INLAND,3.9926,3.8623393635838124,3.957908282657672
-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,126400.0,INLAND,3.1667,3.088328821294812,3.118252000996218
-119.77,36.31,14.0,3677.0,863.0,2191.0,785.0,69100.0,INLAND,2.6218,2.6275369426290336,2.616721800922332
-119.79,36.31,25.0,4984.0,1029.0,2414.0,961.0,72300.0,INLAND,2.2937,2.354650069355059,2.234770771947545
-119.77,36.3,24.0,2202.0,471.0,1052.0,439.0,62000.0,INLAND,2.1038,2.116977549922343,2.0788129153598174
-119.78,36.3,30.0,1846.0,391.0,1255.0,352.0,66600.0,INLAND,2.1681,2.141800800080189,2.2160953868643793
-119.79,36.3,16.0,1717.0,277.0,903.0,289.0,93100.0,INLAND,4.3438,4.38340713285965,4.3523583477185195
-119.79,36.29,6.0,1265.0,227.0,764.0,246.0,104200.0,INLAND,4.2917,4.252294442312663,4.368320957734913
-119.82,36.32,18.0,942.0,193.0,424.0,174.0,87500.0,INLAND,2.0673,2.0385810531365807,2.128063896137779
-119.78,36.33,16.0,1006.0,212.0,515.0,200.0,112500.0,INLAND,3.2386,3.163829621253213,3.2271334480814855
-119.78,36.27,29.0,1871.0,315.0,1066.0,309.0,100800.0,INLAND,4.5714,4.411233795856304,4.590355386368656
-119.8,36.29,7.0,479.0,84.0,327.0,103.0,107500.0,INLAND,5.1728,5.132460053014185,5.141572231174532
-119.81,36.28,24.0,544.0,112.0,442.0,106.0,56100.0,INLAND,3.1071,3.1169217599706167,3.056603052832525
-119.72,36.34,33.0,1287.0,214.0,580.0,210.0,112500.0,INLAND,3.2019,3.195712413419587,3.140873818608872
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,52600.0,INLAND,2.2721,2.253197630860216,2.3104144392315296
-119.7,36.32,40.0,1178.0,244.0,586.0,187.0,43500.0,INLAND,2.6477,2.5976189631018625,2.658747649010837
-119.73,36.31,20.0,2440.0,433.0,1579.0,400.0,60200.0,INLAND,2.8281,2.8625036210940853,2.9325475629630486
-119.7,36.3,10.0,956.0,201.0,693.0,220.0,62000.0,INLAND,2.2895,2.2291885293856457,2.3340102616717853
-119.67,36.35,10.0,1090.0,164.0,470.0,158.0,118800.0,INLAND,4.9432,5.0199212236742214,4.870909359002477
-119.65,36.37,4.0,3725.0,783.0,1478.0,600.0,148000.0,INLAND,3.5486,3.4774706537327322,3.6082407652150543
-119.65,36.35,21.0,1745.0,266.0,837.0,292.0,107900.0,INLAND,4.3911,4.325019632585182,4.364307656004962
-119.65,36.35,38.0,3148.0,568.0,1378.0,537.0,85500.0,INLAND,2.8788,2.7943483758651118,2.9488619146128117
-119.66,36.35,15.0,1724.0,374.0,947.0,391.0,91900.0,INLAND,3.1094,3.078218803289476,3.079155868842011
-119.64,36.36,13.0,2360.0,340.0,1055.0,312.0,97400.0,INLAND,5.2134,5.315093879420583,5.103665649977417
-119.64,36.35,23.0,3182.0,563.0,1525.0,585.0,90400.0,INLAND,3.8108,3.8500991103888444,3.7501507310466873
-119.63,36.35,4.0,1684.0,343.0,920.0,324.0,90600.0,INLAND,4.2396,4.322562367723081,4.176458373594435
-119.62,36.35,10.0,3674.0,734.0,1864.0,718.0,80300.0,INLAND,2.6145,2.6418028337268855,2.57056323522809
-119.64,36.35,30.0,1765.0,310.0,746.0,298.0,70200.0,INLAND,2.8125,2.7504185721451666,2.780290784497213
-119.63,36.34,26.0,1463.0,261.0,699.0,219.0,71400.0,INLAND,3.5536,3.5300901482485916,3.614486804607755
-119.63,36.33,14.0,2928.0,600.0,1633.0,559.0,67500.0,INLAND,1.8385,1.8098120780223508,1.9045405455379474
-119.61,36.33,32.0,1492.0,284.0,926.0,264.0,61500.0,INLAND,3.0139,3.094104394065665,2.933718836381466
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,61000.0,INLAND,2.2333,2.179844238318722,2.2897360735711856
-119.66,36.34,32.0,1338.0,276.0,859.0,286.0,59700.0,INLAND,2.6397,2.6868818758136084,2.614480110018846
-119.65,36.34,46.0,1730.0,337.0,752.0,323.0,67200.0,INLAND,1.8529,1.8859910845184908,1.8657918308412924
-119.65,36.34,47.0,1869.0,357.0,832.0,315.0,76100.0,INLAND,3.0846,3.197472929484269,2.982552423081872
-119.64,36.34,32.0,2958.0,670.0,1504.0,627.0,56700.0,INLAND,1.8606,1.8453547425150711,1.880100391065437
-119.64,36.33,41.0,3095.0,766.0,1852.0,721.0,51700.0,INLAND,1.4524,1.4730915340914843,1.394149685497287
-119.65,36.33,52.0,1257.0,257.0,624.0,243.0,59100.0,INLAND,2.3523,2.4596425923018064,2.3670693894119044
-119.65,36.33,47.0,1059.0,268.0,693.0,241.0,53800.0,INLAND,1.3882,1.371051796481613,1.3953424568897228
-119.68,36.32,26.0,592.0,121.0,268.0,116.0,120800.0,INLAND,1.7596,1.7055788636088411,1.7663219406661261
-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,81700.0,INLAND,2.9375,2.827049410507919,2.8943240286503156
-119.66,36.33,16.0,2048.0,373.0,1052.0,388.0,92800.0,INLAND,4.0909,4.149212672777376,4.135861173448485
-119.66,36.33,10.0,1623.0,409.0,988.0,395.0,58100.0,INLAND,1.4194,1.365941131893633,1.4305020218893216
-119.66,36.32,24.0,2652.0,568.0,1532.0,445.0,56800.0,INLAND,2.3256,2.3082826962097514,2.315834676127284
-119.68,36.32,28.0,1325.0,276.0,873.0,240.0,54400.0,INLAND,2.5833,2.6058942231215547,2.6180118179705136
-119.68,36.31,12.0,2739.0,535.0,1859.0,498.0,60600.0,INLAND,2.9936,3.0046868297410807,2.98787598853683
-119.66,36.3,18.0,1147.0,202.0,717.0,212.0,70500.0,INLAND,3.3681,3.3967588169411744,3.4037194869784124
-119.65,36.32,11.0,1294.0,314.0,713.0,290.0,50400.0,INLAND,1.5433,1.550161198689149,1.539414608680654
-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,43100.0,INLAND,1.3569,1.3916058604416988,1.3627808586347305
-119.65,36.3,28.0,941.0,175.0,588.0,180.0,53400.0,INLAND,2.3466,2.3019058876191667,2.3735728970705443
-119.64,36.31,27.0,1513.0,314.0,1071.0,284.0,50100.0,INLAND,1.5909,1.5693593686845264,1.5782392177326212
-119.61,36.31,25.0,1847.0,371.0,1460.0,353.0,46300.0,INLAND,1.8839,1.8547877374210857,1.8374115051031144
-119.57,36.27,20.0,2673.0,452.0,1394.0,449.0,97400.0,INLAND,2.625,2.6685850701227873,2.6394941477912783
-119.69,36.25,35.0,2011.0,349.0,970.0,300.0,94100.0,INLAND,2.395,2.438129092384124,2.451971847035559
-119.63,36.18,23.0,207.0,45.0,171.0,50.0,100000.0,INLAND,2.4286,2.450516916209938,2.4431303610584894
-119.59,36.11,32.0,752.0,159.0,524.0,155.0,50000.0,INLAND,2.25,2.3032572150100465,2.2643164041613364
-119.57,36.09,6.0,2015.0,413.0,992.0,319.0,53200.0,INLAND,2.3889,2.3326155634384915,2.3868849099838036
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,46500.0,INLAND,1.3967,1.4432722383320695,1.4173465404465666
-119.56,36.1,29.0,424.0,78.0,284.0,73.0,43800.0,INLAND,1.5313,1.5779507060285596,1.5256055419453596
-119.56,36.1,25.0,1093.0,262.0,893.0,252.0,50800.0,INLAND,2.13,2.161337497082669,2.1106639119239956
-119.56,36.09,35.0,1648.0,285.0,792.0,265.0,64700.0,INLAND,3.2847,3.401753497512806,3.3573114634243613
-119.56,36.09,14.0,1267.0,290.0,1077.0,279.0,52300.0,INLAND,1.85,1.7887049413159224,1.8303700822231708
-119.56,36.08,37.0,766.0,189.0,639.0,190.0,42100.0,INLAND,1.6607,1.6432809796021723,1.6902428880154485
-119.58,36.11,21.0,2004.0,385.0,1397.0,398.0,61600.0,INLAND,2.2169,2.1842981151602836,2.2659349665122805
-119.57,36.1,16.0,1461.0,400.0,1201.0,384.0,54800.0,INLAND,1.5727,1.5953934106494636,1.5905286597810802
-119.57,36.1,36.0,1729.0,317.0,737.0,278.0,68800.0,INLAND,3.5313,3.4571327601248587,3.443071492194663
-119.57,36.1,37.0,1676.0,316.0,707.0,274.0,60700.0,INLAND,2.0595,2.0907012252012107,2.0606185107108743
-119.74,36.15,21.0,1548.0,308.0,1137.0,306.0,61300.0,INLAND,2.4688,2.5364715926459818,2.4588260481452338
-119.9,36.2,43.0,187.0,38.0,106.0,40.0,137500.0,INLAND,1.875,1.90107010875315,1.8564000279249258
-119.82,36.19,33.0,1293.0,272.0,694.0,229.0,52200.0,INLAND,2.0221,2.0335754588989188,2.027873159695464
-119.99,36.09,23.0,333.0,92.0,198.0,55.0,100000.0,INLAND,0.4999,0.49002324233767436,0.5075905250622805
-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,47700.0,INLAND,2.0976,2.062072908269109,2.078362798802176
-119.8,36.02,20.0,156.0,39.0,171.0,37.0,225000.0,INLAND,3.05,3.1262267532230967,3.0395456568693056
-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,60900.0,INLAND,2.9708,3.017105800416039,2.9564772423874386
-120.12,36.01,18.0,1165.0,334.0,1119.0,308.0,48500.0,INLAND,2.2167,2.214970108627916,2.2682990589331613
-120.14,36.0,33.0,1726.0,420.0,1371.0,388.0,43900.0,INLAND,2.0335,2.0165036187737013,2.0230437178736436
-120.12,35.99,7.0,2049.0,482.0,1387.0,422.0,56200.0,INLAND,2.25,2.158838645709988,2.1944517454007215
-120.13,35.87,26.0,48.0,8.0,13.0,8.0,71300.0,INLAND,2.375,2.324134510112489,2.3002618451479506
-120.0,35.91,16.0,259.0,53.0,131.0,38.0,62500.0,INLAND,3.125,3.2444636929462325,3.147670597910373
-122.89,39.42,16.0,411.0,114.0,26.0,19.0,73500.0,INLAND,0.4999,0.48709800520111735,0.4922947039646207
-122.9,39.23,39.0,1295.0,240.0,534.0,179.0,98900.0,INLAND,3.9519,3.9668761061096722,4.004754647447727
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,72500.0,INLAND,2.0208,2.061516855620657,1.9669974129444956
-122.91,39.17,44.0,202.0,42.0,142.0,39.0,68300.0,INLAND,4.35,4.2408217278838,4.303114641504877
-122.9,39.17,45.0,1314.0,277.0,649.0,232.0,73600.0,INLAND,2.575,2.5845125894512258,2.5064757042497128
-122.88,39.14,20.0,1125.0,231.0,521.0,196.0,106300.0,INLAND,2.2188,2.260420939892573,2.238086285113199
-123.07,39.12,24.0,1098.0,193.0,353.0,145.0,92600.0,<1H OCEAN,3.8333,3.8342582730133414,3.8830445455495295
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,137500.0,INLAND,3.25,3.43644619861834,3.272010635246379
-122.89,39.11,10.0,1588.0,333.0,585.0,254.0,71100.0,INLAND,2.2551,2.1798428362260758,2.2061221000771463
-122.9,39.09,15.0,2483.0,544.0,835.0,380.0,143200.0,INLAND,1.9141,1.9546302455810145,1.8855506723479554
-122.92,39.08,24.0,341.0,64.0,146.0,57.0,166300.0,INLAND,4.0,3.9861758610082827,4.0187451190889245
-122.94,39.1,18.0,681.0,120.0,272.0,105.0,140600.0,INLAND,2.8906,2.935226247991418,2.793028293713514
-122.99,39.02,14.0,1582.0,301.0,851.0,273.0,164100.0,<1H OCEAN,3.45,3.480450193467248,3.433361688837235
-122.91,39.07,21.0,2202.0,484.0,1000.0,381.0,102300.0,INLAND,2.4423,2.406488252395965,2.5163947588890445
-122.91,39.06,21.0,1236.0,238.0,601.0,261.0,100300.0,INLAND,1.939,1.947880480099573,1.932021323802785
-122.92,39.05,16.0,1548.0,295.0,605.0,250.0,119000.0,INLAND,3.5652,3.4327241949094964,3.4590608130584655
-122.91,39.05,20.0,1128.0,229.0,621.0,210.0,93500.0,INLAND,3.2216,3.260468442956816,3.1824634073537315
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,80700.0,INLAND,2.5457,2.5608804401374416,2.513588930930452
-122.91,39.05,27.0,789.0,208.0,295.0,108.0,95000.0,INLAND,3.7667,3.8148128251445597,3.927938021620208
-122.91,39.03,14.0,2374.0,557.0,723.0,427.0,95800.0,INLAND,1.3532,1.3818369143501588,1.398279938635028
-122.7,39.14,13.0,532.0,111.0,214.0,62.0,108300.0,INLAND,3.3929,3.4178459471169504,3.4424998166872647
-122.87,39.13,15.0,1927.0,427.0,810.0,321.0,86500.0,INLAND,1.6369,1.6417481514253562,1.625668380179388
-122.86,39.08,24.0,3127.0,674.0,1015.0,448.0,78800.0,INLAND,2.0417,2.0057224555407727,2.090726511576446
-122.83,39.09,26.0,2191.0,495.0,679.0,371.0,94700.0,INLAND,1.4679,1.4469906228207912,1.4346238919167567
-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,66800.0,INLAND,1.625,1.6635688751557633,1.6599886977454383
-122.8,39.08,17.0,1880.0,467.0,798.0,342.0,65000.0,INLAND,1.4676,1.509759316828282,1.4948378792703532
-122.79,39.08,23.0,952.0,200.0,321.0,128.0,89000.0,INLAND,1.5208,1.5135576329691325,1.5161966681349073
-122.78,39.05,15.0,1601.0,323.0,661.0,269.0,108900.0,INLAND,2.6181,2.6205087958516757,2.677750073739673
-122.53,39.09,11.0,1264.0,271.0,370.0,177.0,69700.0,INLAND,1.3,1.276480026250162,1.28837225063394
-122.69,39.04,9.0,254.0,50.0,66.0,29.0,112500.0,INLAND,2.7639,2.828727652892694,2.693968598308326
-122.73,39.04,23.0,1618.0,395.0,425.0,244.0,111500.0,INLAND,1.9833,2.009694423728558,2.022091960205655
-122.69,39.02,27.0,2199.0,527.0,744.0,316.0,72400.0,INLAND,2.1094,2.191296081209533,2.1058037713054643
-122.66,39.03,27.0,1446.0,329.0,594.0,255.0,53300.0,INLAND,1.165,1.144535072301712,1.1790214880568588
-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,109400.0,INLAND,1.7446,1.7314105483874562,1.8081343749526906
-122.7,39.0,18.0,793.0,148.0,186.0,59.0,162500.0,INLAND,2.3125,2.323204373916808,2.2790957491516712
-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,134700.0,INLAND,2.3558,2.386260001059487,2.3490445312499597
-122.65,38.99,16.0,4279.0,951.0,1596.0,666.0,75900.0,INLAND,1.8571,1.8490896726062058,1.9153993647690253
-122.52,38.99,16.0,975.0,219.0,337.0,155.0,77800.0,INLAND,1.6607,1.631705470341671,1.6829112557086277
-122.68,38.98,27.0,2300.0,508.0,526.0,254.0,109700.0,INLAND,2.1838,2.222296355233266,2.1532362888641203
-122.65,38.97,32.0,1856.0,472.0,703.0,292.0,60000.0,INLAND,1.1912,1.2083803288772859,1.1684476582308754
-122.63,38.96,17.0,1708.0,459.0,633.0,312.0,64000.0,INLAND,1.75,1.7179304064802696,1.731517177596383
-122.62,38.95,19.0,2230.0,538.0,832.0,359.0,58800.0,INLAND,1.6865,1.7322190856812887,1.661593272006999
-122.62,38.94,14.0,1731.0,400.0,638.0,282.0,57500.0,INLAND,2.3179,2.372148071760936,2.3289029841232955
-122.61,38.93,14.0,231.0,36.0,108.0,31.0,71300.0,INLAND,4.3897,4.401490426679373,4.396586079124907
-122.6,38.93,16.0,1657.0,390.0,572.0,301.0,62000.0,INLAND,1.4767,1.4790508432674137,1.4849470078347682
-122.62,38.96,16.0,1914.0,446.0,828.0,332.0,69000.0,INLAND,2.0577,2.0805016935125042,2.023097189964609
-122.63,38.96,20.0,2507.0,577.0,1072.0,457.0,60200.0,INLAND,2.3083,2.2685186160585498,2.305029881825189
-122.65,38.96,27.0,2143.0,580.0,898.0,367.0,63200.0,INLAND,1.6769,1.677907195748205,1.6079559409810564
-122.64,38.96,29.0,883.0,187.0,326.0,136.0,58200.0,INLAND,1.7273,1.6529437580679311,1.7323093882395657
-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,68900.0,INLAND,1.2029,1.2239857699195098,1.231178751036348
-122.63,38.95,11.0,686.0,127.0,246.0,86.0,77300.0,INLAND,1.7083,1.6549500225620513,1.6596221312612782
-122.63,38.94,25.0,661.0,144.0,192.0,93.0,49000.0,INLAND,1.7566,1.8094181454123675,1.7735838005991067
-122.63,38.94,18.0,3844.0,969.0,1832.0,845.0,81800.0,INLAND,1.125,1.1175722978857547,1.1112521770853874
-122.62,38.94,13.0,524.0,129.0,215.0,90.0,55000.0,INLAND,1.5455,1.5389573735885076,1.5703053106606621
-122.7,38.97,17.0,2554.0,540.0,723.0,319.0,114200.0,INLAND,3.2375,3.196854229581028,3.247772422465995
-122.75,39.01,17.0,4162.0,967.0,889.0,414.0,200500.0,INLAND,3.4187,3.399005630034452,3.4463712389990446
-122.79,39.02,23.0,642.0,203.0,265.0,84.0,96900.0,INLAND,1.8833,1.9367304016463458,1.8857416569705223
-122.78,38.97,11.0,5175.0,971.0,2144.0,792.0,97300.0,INLAND,3.0466,2.895012842940005,3.1275379136266115
-122.69,38.94,9.0,1245.0,234.0,517.0,187.0,93400.0,INLAND,3.125,3.204810336630512,3.1467131548559437
-122.71,38.91,20.0,41.0,18.0,94.0,10.0,55000.0,INLAND,1.375,1.384295645730297,1.3556008478649326
-122.86,39.05,20.0,1592.0,327.0,647.0,253.0,136800.0,INLAND,2.5326,2.471461939492736,2.5376001148301635
-122.85,39.0,20.0,1580.0,318.0,753.0,252.0,88500.0,INLAND,1.8704,1.8301747140008142,1.856600897944726
-122.83,38.99,15.0,289.0,49.0,191.0,54.0,113900.0,INLAND,1.6833,1.7397374476539913,1.6887673552528888
-122.83,38.98,17.0,1383.0,347.0,719.0,296.0,77800.0,INLAND,1.6164,1.5858336535852113,1.6028296847386057
-122.84,38.98,21.0,939.0,176.0,556.0,178.0,75000.0,INLAND,1.7196,1.6799339692395838,1.6963231251830913
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,134200.0,<1H OCEAN,2.9934,3.0614887470222913,3.005330028832824
-122.89,38.93,20.0,1214.0,247.0,504.0,223.0,105700.0,<1H OCEAN,2.7188,2.737209151200923,2.7218336168456534
-122.83,38.96,15.0,1318.0,296.0,567.0,276.0,93800.0,INLAND,1.8692,1.8341365902467632,1.908974925311194
-122.77,38.92,26.0,712.0,140.0,293.0,100.0,119400.0,INLAND,4.0119,4.0292815547765155,3.9786047701701412
-122.83,38.89,11.0,640.0,134.0,268.0,90.0,100000.0,<1H OCEAN,3.4514,3.3805943437536787,3.314665620615094
-122.74,38.83,12.0,4515.0,909.0,1554.0,528.0,90800.0,<1H OCEAN,3.3531,3.4269232846210165,3.3286980965134534
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,112500.0,INLAND,2.1964,2.243023903744947,2.124954149622313
-122.59,38.92,15.0,1410.0,329.0,599.0,273.0,75000.0,INLAND,2.1953,2.218658264165476,2.2135504936946844
-122.6,38.9,23.0,292.0,56.0,92.0,41.0,91700.0,INLAND,2.9583,2.979698038349741,2.8592621551713155
-122.62,38.92,13.0,520.0,115.0,249.0,109.0,84700.0,INLAND,1.8417,1.9065716033913647,1.805294340287039
-122.65,38.92,30.0,70.0,38.0,20.0,13.0,112500.0,INLAND,4.125,4.124974122009529,4.095107407192324
-122.64,38.87,16.0,1177.0,240.0,519.0,199.0,73500.0,INLAND,1.5739,1.536696966280004,1.6225004771366713
-122.5,38.82,12.0,2394.0,443.0,877.0,341.0,109200.0,INLAND,2.5625,2.585535538032656,2.50751438156961
-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,132600.0,INLAND,4.0435,4.212198624896066,4.044503190987064
-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,132100.0,INLAND,3.8831,3.8042917482402006,3.9281421409196553
-122.59,38.78,15.0,764.0,145.0,366.0,143.0,103100.0,INLAND,3.375,3.350601263248156,3.4751740873423973
-122.66,38.81,22.0,852.0,176.0,461.0,142.0,83300.0,INLAND,3.4375,3.4661306651194748,3.4909733891808465
-122.68,38.76,29.0,994.0,226.0,302.0,117.0,67900.0,INLAND,2.3125,2.3100069007334847,2.3630931965130015
-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,85300.0,INLAND,2.1474,2.1052120258299554,2.1845202595635564
-122.64,38.71,20.0,531.0,126.0,231.0,96.0,89600.0,INLAND,2.625,2.6838975374520997,2.5615210440017027
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,87500.0,INLAND,0.536,0.560870836540025,0.5398558993582787
-121.11,41.07,26.0,1707.0,308.0,761.0,250.0,48100.0,INLAND,2.7188,2.729464844215884,2.7649467879353167
-120.96,41.12,29.0,779.0,136.0,364.0,123.0,59200.0,INLAND,2.5,2.4547965855132,2.452174985516299
-121.07,40.85,17.0,976.0,202.0,511.0,175.0,80800.0,INLAND,3.6641,3.550589074803031,3.6216140367139102
-120.38,40.98,27.0,777.0,185.0,318.0,115.0,40000.0,INLAND,1.6833,1.6919850193837922,1.6562597281922524
-120.35,40.63,33.0,240.0,49.0,63.0,22.0,200000.0,INLAND,3.625,3.705031107390429,3.6810151664826822
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,118300.0,INLAND,1.7214,1.7377590751763432,1.7190147895893086
-121.02,40.51,17.0,890.0,167.0,406.0,154.0,78300.0,INLAND,3.3036,3.3034411734228093,3.2824010700694912
-120.96,40.28,19.0,683.0,139.0,302.0,111.0,64100.0,INLAND,2.5,2.4705364174105346,2.4359165041673507
-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,49500.0,INLAND,2.1833,2.135609582813732,2.18035716254004
-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,71500.0,INLAND,2.6902,2.7351129603615836,2.6596614761484005
